name,optimum,randAvg,randMin,randMax,randSD,greedyAvg,greedyMin,greedyMax,greedySD,gaAvg,gaMin,gaMax,gaSD,tabuAvg,tabuMin,tabuMax,tabuSD,saAvg,saMin,saMax,saSD
kroA100,21282,164725,146677,172407,10471.1,42846.1,38771,47723.7,3192.18,88462.3,84339.7,91382.7,2605.75,143824,141681,146372,1671.02,102368,96266.4,106786,3828.88
