generation,best,worst,bestEver,temperature
677,10668.9,13909.2,10668.9,50.6402
678,10729.3,13306.1,10668.9,50.387
679,10729.3,14339.1,10668.9,50.1351
680,10729.3,13814.4,10668.9,49.8844
681,10729.3,15364.9,10668.9,49.635
682,10729.3,16215.4,10668.9,49.3868
683,10729.3,12580.4,10668.9,49.1399
684,10729.3,12507.7,10668.9,48.8942
685,10729.3,13004.6,10668.9,48.6497
686,10729.3,13012.6,10668.9,48.4064
687,10729.3,13372.5,10668.9,48.1644
688,10729.3,15085.3,10668.9,47.9236
689,10729.3,13405.7,10668.9,47.684
690,10729.3,13004.6,10668.9,47.4456
691,10745.7,13248.8,10668.9,47.2083
692,10745.7,15063.7,10668.9,46.9723
693,10745.7,11410,10668.9,46.7374
694,10778.3,11866.8,10668.9,46.5037
695,10778.3,13692.2,10668.9,46.2712
696,10778.3,13371.4,10668.9,46.0399
697,10778.3,12265.9,10668.9,45.8097
698,10778.3,13864,10668.9,45.5806
699,10778.3,12327.9,10668.9,45.3527
700,10925.8,14817.4,10668.9,45.126
701,10925.8,15077.7,10668.9,44.9003
702,10925.8,14294.5,10668.9,44.6758
703,10925.8,14176.6,10668.9,44.4524
704,10925.8,15050.6,10668.9,44.2302
705,10925.8,12882.7,10668.9,44.009
706,10920.1,12280.5,10668.9,43.789
707,10920.1,11924.1,10668.9,43.57
708,10920.1,13473.4,10668.9,43.3522
709,10775,13093.4,10668.9,43.1354
710,10775,14135.2,10668.9,42.9198
711,10775,14280.5,10668.9,42.7052
712,10775,15166,10668.9,42.4916
713,10707.3,12391.3,10668.9,42.2792
714,10707.3,14492.8,10668.9,42.0678
715,10707.3,12704.4,10668.9,41.8574
716,10707.3,15808.5,10668.9,41.6482
717,10711.5,13325.5,10668.9,41.4399
718,10711.5,15075.9,10668.9,41.2327
719,10711.5,14122.6,10668.9,41.0266
720,10711.5,12187.1,10668.9,40.8214
721,10711.5,14308.5,10668.9,40.6173
722,10711.5,13626.8,10668.9,40.4142
723,10711.5,13306.7,10668.9,40.2122
724,10703.1,12416.1,10668.9,40.0111
725,10703.1,12582.8,10668.9,39.811
726,10703.1,14087.4,10668.9,39.612
727,10703.1,13639.8,10668.9,39.4139
728,10703.1,13416.7,10668.9,39.2169
729,10703.1,13495.8,10668.9,39.0208
730,10703.1,13090.2,10668.9,38.8257
731,10700.5,12775.8,10668.9,38.6315
732,10700.5,14587.3,10668.9,38.4384
733,10700.5,15340.3,10668.9,38.2462
734,10700.5,13458,10668.9,38.055
735,10700.5,14323.4,10668.9,37.8647
736,10700.5,13984.2,10668.9,37.6754
737,10700.5,14132.4,10668.9,37.487
738,10700.5,12060.2,10668.9,37.2996
739,10700.5,12983.8,10668.9,37.1131
740,10700.5,11945,10668.9,36.9275
741,10700.5,13539.2,10668.9,36.7429
742,10700.5,13786.1,10668.9,36.5591
743,10700.5,13143,10668.9,36.3763
744,10700.5,13850.5,10668.9,36.1945
745,10700.5,15209.5,10668.9,36.0135
746,10700.5,13543.1,10668.9,35.8334
747,10700.5,13909.3,10668.9,35.6542
748,10700.5,15801.6,10668.9,35.476
749,10700.5,12493,10668.9,35.2986
750,10700.5,15579.8,10668.9,35.1221
751,10687.7,14176.1,10668.9,34.9465
752,10687.7,14072,10668.9,34.7718
753,10687.7,13240.4,10668.9,34.5979
754,10687.7,13893.4,10668.9,34.4249
755,10687.7,12441.7,10668.9,34.2528
756,10687.7,13608.1,10668.9,34.0815
757,10671.2,14255.1,10668.9,33.9111
758,10671.2,14919.7,10668.9,33.7416
759,10671.2,13663.2,10668.9,33.5729
760,10642.6,14052.3,10642.6,33.405
761,10642.6,12118.1,10642.6,33.238
762,10563.7,13411.1,10563.7,33.0718
763,10563.7,11870.6,10563.7,32.9064
764,10563.7,12938.2,10563.7,32.7419
765,10563.7,15603.4,10563.7,32.5782
766,10544,13412.7,10544,32.4153
767,10557.4,12311.3,10544,32.2532
768,10557.4,15969,10544,32.0919
769,10557.4,13406.4,10544,31.9315
770,10557.4,14964.1,10544,31.7718
771,10557.4,13523.4,10544,31.613
772,10557.4,11765.2,10544,31.4549
773,10557.4,12259.5,10544,31.2976
774,10557.4,13306.9,10544,31.1411
775,10557.4,14342.9,10544,30.9854
776,10548.1,14069.7,10544,30.8305
777,10548.1,14115.6,10544,30.6764
778,10536.8,12493.8,10536.8,30.523
779,10457.7,14129.7,10457.7,30.3704
780,10457.7,16071.9,10457.7,30.2185
781,10457.7,12466.1,10457.7,30.0674
782,10457.7,14304.2,10457.7,29.9171
783,10457.7,13355.7,10457.7,29.7675
784,10457.7,13906.5,10457.7,29.6187
785,10457.7,12799.5,10457.7,29.4706
786,10457.7,12684,10457.7,29.3232
787,10457.7,14105,10457.7,29.1766
788,10457.7,13278.5,10457.7,29.0307
789,10457.7,13628.2,10457.7,28.8856
790,10457.7,14255.3,10457.7,28.7411
791,10457.7,12555.5,10457.7,28.5974
792,10457.7,14024.8,10457.7,28.4544
793,10457.7,12316.7,10457.7,28.3122
794,10457.7,12623.7,10457.7,28.1706
795,10457.7,13545.5,10457.7,28.0297
796,10457.7,13770.1,10457.7,27.8896
797,10457.7,13441.4,10457.7,27.7502
798,10457.7,13113.2,10457.7,27.6114
799,10457.7,11860.5,10457.7,27.4733
800,10457.7,11385.3,10457.7,27.336
801,10299.8,14550.3,10299.8,27.1993
802,10299.8,13151.3,10299.8,27.0633
803,10299.8,14437,10299.8,26.928
804,10299.8,14020.1,10299.8,26.7933
805,10299.8,12479.9,10299.8,26.6594
806,10299.8,13309.1,10299.8,26.5261
807,10299.8,12554.1,10299.8,26.3934
808,10299.8,14290,10299.8,26.2615
809,10299.8,11603.1,10299.8,26.1302
810,10299.8,11982.4,10299.8,25.9995
811,10299.8,12972.3,10299.8,25.8695
812,10299.8,13993.6,10299.8,25.7402
813,10299.8,14879,10299.8,25.6115
814,10299.8,13207.4,10299.8,25.4834
815,10299.8,12365.6,10299.8,25.356
816,10299.8,12757.5,10299.8,25.2292
817,10299.8,13350.2,10299.8,25.1031
818,10299.8,13618.9,10299.8,24.9776
819,10299.8,13993.6,10299.8,24.8527
820,10299.8,13119.1,10299.8,24.7284
821,10299.8,15914,10299.8,24.6048
822,10299.8,13476.1,10299.8,24.4817
823,10299.8,12152.7,10299.8,24.3593
824,10299.8,13568.7,10299.8,24.2375
825,10299.8,11663.2,10299.8,24.1164
826,10299.8,13858.3,10299.8,23.9958
827,10299.8,12601.6,10299.8,23.8758
828,10299.8,12158.9,10299.8,23.7564
829,10299.8,13387.6,10299.8,23.6376
830,10299.8,12037.2,10299.8,23.5194
831,10299.8,14649.6,10299.8,23.4018
832,10299.8,14253.9,10299.8,23.2848
833,10234.4,13522.5,10234.4,23.1684
834,10237.5,11838.6,10234.4,23.0526
835,10237.5,13325.4,10234.4,22.9373
836,10237.5,12054.3,10234.4,22.8226
837,10237.5,12910,10234.4,22.7085
838,10237.5,13884.8,10234.4,22.595
839,10237.5,13594.6,10234.4,22.482
840,10237.5,13816.7,10234.4,22.3696
841,10237.5,13199.6,10234.4,22.2577
842,10237.5,11828.8,10234.4,22.1464
843,10237.5,13091.1,10234.4,22.0357
844,10237.5,12231.9,10234.4,21.9255
845,10237.5,12999.3,10234.4,21.8159
846,10237.5,12983.6,10234.4,21.7068
847,10237.5,12828.2,10234.4,21.5983
848,10237.5,13860.4,10234.4,21.4903
849,10237.2,13082.7,10234.4,21.3829
850,10237.2,11673.5,10234.4,21.2759
851,10237.2,13155,10234.4,21.1696
852,10237.2,13689.7,10234.4,21.0637
853,10237.2,12098.2,10234.4,20.9584
854,10237.2,13289,10234.4,20.8536
855,10237.2,11965.4,10234.4,20.7493
856,10237.2,12815,10234.4,20.6456
857,10237.2,11274.8,10234.4,20.5424
858,10237.2,12319.9,10234.4,20.4396
859,10237.2,15700.5,10234.4,20.3375
860,10237.2,13484.8,10234.4,20.2358
861,10237.2,11600.6,10234.4,20.1346
862,10237.2,13313.9,10234.4,20.0339
863,10237.2,11828,10234.4,19.9337
864,10237.2,11983.3,10234.4,19.8341
865,10237.2,12330.9,10234.4,19.7349
866,10239.8,13113.1,10234.4,19.6362
867,10239.8,12535.6,10234.4,19.538
868,10239.8,13251.8,10234.4,19.4404
869,10239.8,13397.6,10234.4,19.3432
870,10239.8,13232.8,10234.4,19.2464
871,10239.8,12169,10234.4,19.1502
872,10239.8,13739.2,10234.4,19.0545
873,10239.8,14129.7,10234.4,18.9592
874,10239.8,11206.4,10234.4,18.8644
875,10239.8,14678.2,10234.4,18.7701
876,10239.8,12710.3,10234.4,18.6762
877,10239.8,12025.4,10234.4,18.5828
878,10217.6,13865.2,10217.6,18.4899
879,10217.6,12548.3,10217.6,18.3975
880,10217.6,14307.2,10217.6,18.3055
881,10217.6,14993.2,10217.6,18.214
882,10217.6,13502.9,10217.6,18.1229
883,10217.6,15146,10217.6,18.0323
884,10217.6,14994.9,10217.6,17.9421
885,10217.6,13577.8,10217.6,17.8524
886,10217.6,12672.3,10217.6,17.7631
887,10217.6,13898,10217.6,17.6743
888,10217.6,13720.6,10217.6,17.5859
889,10217.6,12446.4,10217.6,17.498
890,10217.6,14302.6,10217.6,17.4105
891,10217.6,12890.1,10217.6,17.3235
892,10217.6,15025.2,10217.6,17.2369
893,10217.6,13220.5,10217.6,17.1507
894,10217.6,14693.8,10217.6,17.0649
895,10217.6,12148.8,10217.6,16.9796
896,10217.6,13451.9,10217.6,16.8947
897,10207.5,13579.4,10207.5,16.8102
898,10207.5,13008.5,10207.5,16.7262
899,10207.5,12768.7,10207.5,16.6425
900,10207.5,14779.1,10207.5,16.5593
901,10207.5,12662.2,10207.5,16.4765
902,10207.5,13786.7,10207.5,16.3942
903,10207.5,15008.6,10207.5,16.3122
904,10207.5,14281.2,10207.5,16.2306
905,10207.5,12922.6,10207.5,16.1495
906,10207.5,15030.6,10207.5,16.0687
907,10207.5,13784.6,10207.5,15.9884
908,10207.5,12397.4,10207.5,15.9084
909,10207.5,12276.6,10207.5,15.8289
910,10207.5,13565,10207.5,15.7498
911,10207.5,12887.7,10207.5,15.671
912,10222.3,13097.8,10207.5,15.5926
913,10222.3,11955.9,10207.5,15.5147
914,10222.3,13686.5,10207.5,15.4371
915,10222.6,12291.4,10207.5,15.3599
916,10222.6,11640.5,10207.5,15.2831
917,10222.6,13395.7,10207.5,15.2067
918,10222.6,12092.9,10207.5,15.1307
919,10222.6,13226.1,10207.5,15.055
920,10222.6,13730.1,10207.5,14.9797
921,10222.6,11828.8,10207.5,14.9049
922,10222.6,13815.3,10207.5,14.8303
923,10222.6,12721.5,10207.5,14.7562
924,10222.6,14492.2,10207.5,14.6824
925,10222.6,12397.9,10207.5,14.609
926,10222.6,15262.4,10207.5,14.5359
927,10222.6,13429.4,10207.5,14.4633
928,10222.6,12378.8,10207.5,14.3909
929,10222.6,12979.4,10207.5,14.319
930,10222.6,11777.2,10207.5,14.2474
931,10222.6,14610.4,10207.5,14.1762
932,10222.6,14552.4,10207.5,14.1053
933,10222.6,14941.5,10207.5,14.0347
934,10222.6,11532.4,10207.5,13.9646
935,10222.6,14001.7,10207.5,13.8948
936,10222.6,11778.9,10207.5,13.8253
937,10222.6,14862.4,10207.5,13.7562
938,10222.6,12522.1,10207.5,13.6874
939,10222.6,13038.6,10207.5,13.6189
940,10222.6,12711,10207.5,13.5508
941,10222.6,13142.5,10207.5,13.4831
942,10222.6,12764.4,10207.5,13.4157
943,10222.6,13616.8,10207.5,13.3486
944,10222.6,11942.6,10207.5,13.2818
945,10222.6,13074.8,10207.5,13.2154
946,10222.6,14073.4,10207.5,13.1494
947,10222.6,14226.6,10207.5,13.0836
948,10222.6,13166.5,10207.5,13.0182
949,10222.6,13916.4,10207.5,12.9531
950,10222.6,13121,10207.5,12.8883
951,10222.6,14610.4,10207.5,12.8239
952,10222.6,13041.9,10207.5,12.7598
953,10222.6,12259.9,10207.5,12.696
954,10222.6,13030.7,10207.5,12.6325
955,10222.6,13420.4,10207.5,12.5693
956,10222.6,12481.6,10207.5,12.5065
957,10222.6,13166.5,10207.5,12.444
958,10222.6,12798.5,10207.5,12.3817
959,10222.6,13288.2,10207.5,12.3198
960,10222.6,12465.5,10207.5,12.2582
961,10222.6,12259.9,10207.5,12.1969
962,10222.6,11746.6,10207.5,12.136
963,10222.6,14705,10207.5,12.0753
964,10222.6,13942.9,10207.5,12.0149
965,10222.6,13087.6,10207.5,11.9548
966,10222.6,13121.9,10207.5,11.8951
967,10185.6,12358.2,10185.6,11.8356
968,10185.6,13372.6,10185.6,11.7764
969,10185.6,13282.9,10185.6,11.7175
970,10170.8,14645.4,10170.8,11.6589
971,10170.8,12827,10170.8,11.6006
972,10170.5,11415.7,10170.5,11.5426
973,10170.5,13109,10170.5,11.4849
974,10170.5,13173.4,10170.5,11.4275
975,10170.5,13770.1,10170.5,11.3704
976,10170.5,12024.2,10170.5,11.3135
977,10170.5,12055.9,10170.5,11.2569
978,10170.5,12965.4,10170.5,11.2007
979,10170.5,13715.3,10170.5,11.1447
980,10170.5,11782.9,10170.5,11.0889
981,10170.5,13453.5,10170.5,11.0335
982,10170.5,13465.2,10170.5,10.9783
983,10170.5,13722.6,10170.5,10.9234
984,10170.5,11614.7,10170.5,10.8688
985,10165.3,12084.5,10165.3,10.8145
986,10165.3,13113.3,10165.3,10.7604
987,10165.3,11791.2,10165.3,10.7066
988,10165.3,12949.5,10165.3,10.6531
989,10165.3,13744.5,10165.3,10.5998
990,10165.3,11831.7,10165.3,10.5468
991,10165.3,12334.7,10165.3,10.4941
992,10165.3,13223.1,10165.3,10.4416
993,10165.3,13269.5,10165.3,10.3894
994,10165.3,15466.2,10165.3,10.3374
995,10165.3,13262.6,10165.3,10.2857
996,10165.3,12949.5,10165.3,10.2343
997,10167,13488,10165.3,10.1831
998,10167,12048.6,10165.3,10.1322
999,10167,15206.8,10165.3,10.0816
