generation,best,bestEver
2227,5803.6,4615.43
2228,5647.75,4615.43
2229,5803.6,4615.43
2230,5647.75,4615.43
2231,5803.6,4615.43
2232,5647.75,4615.43
2233,5803.6,4615.43
2234,5647.75,4615.43
2235,5803.6,4615.43
2236,5647.75,4615.43
2237,5803.6,4615.43
2238,5647.75,4615.43
2239,5803.6,4615.43
2240,5647.75,4615.43
2241,5803.6,4615.43
2242,5647.75,4615.43
2243,5803.6,4615.43
2244,5647.75,4615.43
2245,5803.6,4615.43
2246,5647.75,4615.43
2247,5803.6,4615.43
2248,5647.75,4615.43
2249,5803.6,4615.43
2250,5647.75,4615.43
2251,5803.6,4615.43
2252,5647.75,4615.43
2253,5803.6,4615.43
2254,5647.75,4615.43
2255,5803.6,4615.43
2256,5647.75,4615.43
2257,5803.6,4615.43
2258,5647.75,4615.43
2259,5803.6,4615.43
2260,5647.75,4615.43
2261,5803.6,4615.43
2262,5647.75,4615.43
2263,5803.6,4615.43
2264,5647.75,4615.43
2265,5803.6,4615.43
2266,5647.75,4615.43
2267,5803.6,4615.43
2268,5647.75,4615.43
2269,5803.6,4615.43
2270,5647.75,4615.43
2271,5803.6,4615.43
2272,5647.75,4615.43
2273,5803.6,4615.43
2274,5647.75,4615.43
2275,5803.6,4615.43
2276,5647.75,4615.43
2277,5803.6,4615.43
2278,5647.75,4615.43
2279,5803.6,4615.43
2280,5647.75,4615.43
2281,5803.6,4615.43
2282,5647.75,4615.43
2283,5803.6,4615.43
2284,5647.75,4615.43
2285,5803.6,4615.43
2286,5647.75,4615.43
2287,5803.6,4615.43
2288,5647.75,4615.43
2289,5803.6,4615.43
2290,5647.75,4615.43
2291,5803.6,4615.43
2292,5647.75,4615.43
2293,5803.6,4615.43
2294,5647.75,4615.43
2295,5803.6,4615.43
2296,5647.75,4615.43
2297,5803.6,4615.43
2298,5647.75,4615.43
2299,5803.6,4615.43
2300,5647.75,4615.43
2301,5803.6,4615.43
2302,5647.75,4615.43
2303,5803.6,4615.43
2304,5647.75,4615.43
2305,5803.6,4615.43
2306,5647.75,4615.43
2307,5803.6,4615.43
2308,5647.75,4615.43
2309,5803.6,4615.43
2310,5647.75,4615.43
2311,5803.6,4615.43
2312,5647.75,4615.43
2313,5803.6,4615.43
2314,5647.75,4615.43
2315,5803.6,4615.43
2316,5647.75,4615.43
2317,5803.6,4615.43
2318,5647.75,4615.43
2319,5803.6,4615.43
2320,5647.75,4615.43
2321,5803.6,4615.43
2322,5647.75,4615.43
2323,5803.6,4615.43
2324,5647.75,4615.43
2325,5803.6,4615.43
2326,5647.75,4615.43
2327,5803.6,4615.43
2328,5647.75,4615.43
2329,5803.6,4615.43
2330,5647.75,4615.43
2331,5803.6,4615.43
2332,5647.75,4615.43
2333,5803.6,4615.43
2334,5647.75,4615.43
2335,5803.6,4615.43
2336,5647.75,4615.43
2337,5803.6,4615.43
2338,5647.75,4615.43
2339,5803.6,4615.43
2340,5647.75,4615.43
2341,5803.6,4615.43
2342,5647.75,4615.43
2343,5803.6,4615.43
2344,5647.75,4615.43
2345,5803.6,4615.43
2346,5647.75,4615.43
2347,5803.6,4615.43
2348,5647.75,4615.43
2349,5803.6,4615.43
2350,5647.75,4615.43
2351,5803.6,4615.43
2352,5647.75,4615.43
2353,5803.6,4615.43
2354,5647.75,4615.43
2355,5803.6,4615.43
2356,5647.75,4615.43
2357,5803.6,4615.43
2358,5647.75,4615.43
2359,5803.6,4615.43
2360,5647.75,4615.43
2361,5803.6,4615.43
2362,5647.75,4615.43
2363,5803.6,4615.43
2364,5647.75,4615.43
2365,5803.6,4615.43
2366,5647.75,4615.43
2367,5803.6,4615.43
2368,5647.75,4615.43
2369,5803.6,4615.43
2370,5647.75,4615.43
2371,5803.6,4615.43
2372,5647.75,4615.43
2373,5803.6,4615.43
2374,5647.75,4615.43
2375,5803.6,4615.43
2376,5647.75,4615.43
2377,5803.6,4615.43
2378,5647.75,4615.43
2379,5803.6,4615.43
2380,5647.75,4615.43
2381,5803.6,4615.43
2382,5647.75,4615.43
2383,5803.6,4615.43
2384,5647.75,4615.43
2385,5803.6,4615.43
2386,5647.75,4615.43
2387,5803.6,4615.43
2388,5647.75,4615.43
2389,5803.6,4615.43
2390,5647.75,4615.43
2391,5803.6,4615.43
2392,5647.75,4615.43
2393,5803.6,4615.43
2394,5647.75,4615.43
2395,5803.6,4615.43
2396,5647.75,4615.43
2397,5803.6,4615.43
2398,5647.75,4615.43
2399,5803.6,4615.43
2400,5647.75,4615.43
2401,5803.6,4615.43
2402,5647.75,4615.43
2403,5803.6,4615.43
2404,5647.75,4615.43
2405,5803.6,4615.43
2406,5647.75,4615.43
2407,5803.6,4615.43
2408,5647.75,4615.43
2409,5803.6,4615.43
2410,5647.75,4615.43
2411,5803.6,4615.43
2412,5647.75,4615.43
2413,5803.6,4615.43
2414,5647.75,4615.43
2415,5803.6,4615.43
2416,5647.75,4615.43
2417,5803.6,4615.43
2418,5647.75,4615.43
2419,5803.6,4615.43
2420,5647.75,4615.43
2421,5803.6,4615.43
2422,5647.75,4615.43
2423,5803.6,4615.43
2424,5647.75,4615.43
2425,5803.6,4615.43
2426,5647.75,4615.43
2427,5803.6,4615.43
2428,5647.75,4615.43
2429,5803.6,4615.43
2430,5647.75,4615.43
2431,5803.6,4615.43
2432,5647.75,4615.43
2433,5803.6,4615.43
2434,5647.75,4615.43
2435,5803.6,4615.43
2436,5647.75,4615.43
2437,5803.6,4615.43
2438,5647.75,4615.43
2439,5803.6,4615.43
2440,5647.75,4615.43
2441,5803.6,4615.43
2442,5647.75,4615.43
2443,5803.6,4615.43
2444,5647.75,4615.43
2445,5803.6,4615.43
2446,5647.75,4615.43
2447,5803.6,4615.43
2448,5647.75,4615.43
2449,5803.6,4615.43
2450,5647.75,4615.43
2451,5803.6,4615.43
2452,5647.75,4615.43
2453,5803.6,4615.43
2454,5647.75,4615.43
2455,5803.6,4615.43
2456,5647.75,4615.43
2457,5803.6,4615.43
2458,5647.75,4615.43
2459,5803.6,4615.43
2460,5647.75,4615.43
2461,5803.6,4615.43
2462,5647.75,4615.43
2463,5803.6,4615.43
2464,5647.75,4615.43
2465,5803.6,4615.43
2466,5647.75,4615.43
2467,5803.6,4615.43
2468,5647.75,4615.43
2469,5803.6,4615.43
2470,5647.75,4615.43
2471,5803.6,4615.43
2472,5647.75,4615.43
2473,5803.6,4615.43
2474,5647.75,4615.43
2475,5803.6,4615.43
2476,5647.75,4615.43
2477,5803.6,4615.43
2478,5647.75,4615.43
2479,5803.6,4615.43
2480,5647.75,4615.43
2481,5803.6,4615.43
2482,5647.75,4615.43
2483,5803.6,4615.43
2484,5647.75,4615.43
2485,5803.6,4615.43
2486,5647.75,4615.43
2487,5803.6,4615.43
2488,5647.75,4615.43
2489,5803.6,4615.43
2490,5647.75,4615.43
2491,5803.6,4615.43
2492,5647.75,4615.43
2493,5803.6,4615.43
2494,5647.75,4615.43
2495,5803.6,4615.43
2496,5647.75,4615.43
2497,5803.6,4615.43
2498,5647.75,4615.43
2499,5803.6,4615.43
2500,5647.75,4615.43
2501,5803.6,4615.43
2502,5647.75,4615.43
2503,5803.6,4615.43
2504,5647.75,4615.43
2505,5803.6,4615.43
2506,5647.75,4615.43
2507,5803.6,4615.43
2508,5647.75,4615.43
2509,5803.6,4615.43
2510,5647.75,4615.43
2511,5803.6,4615.43
2512,5647.75,4615.43
2513,5803.6,4615.43
2514,5647.75,4615.43
2515,5803.6,4615.43
2516,5647.75,4615.43
2517,5803.6,4615.43
2518,5647.75,4615.43
2519,5803.6,4615.43
2520,5647.75,4615.43
2521,5803.6,4615.43
2522,5647.75,4615.43
2523,5803.6,4615.43
2524,5647.75,4615.43
2525,5803.6,4615.43
2526,5647.75,4615.43
2527,5803.6,4615.43
2528,5647.75,4615.43
2529,5803.6,4615.43
2530,5647.75,4615.43
2531,5803.6,4615.43
2532,5647.75,4615.43
2533,5803.6,4615.43
2534,5647.75,4615.43
2535,5803.6,4615.43
2536,5647.75,4615.43
2537,5803.6,4615.43
2538,5647.75,4615.43
2539,5803.6,4615.43
2540,5647.75,4615.43
2541,5803.6,4615.43
2542,5647.75,4615.43
2543,5803.6,4615.43
2544,5647.75,4615.43
2545,5803.6,4615.43
2546,5647.75,4615.43
2547,5803.6,4615.43
2548,5647.75,4615.43
2549,5803.6,4615.43
2550,5647.75,4615.43
2551,5803.6,4615.43
2552,5647.75,4615.43
2553,5803.6,4615.43
2554,5647.75,4615.43
2555,5803.6,4615.43
2556,5647.75,4615.43
2557,5803.6,4615.43
2558,5647.75,4615.43
2559,5803.6,4615.43
2560,5647.75,4615.43
2561,5803.6,4615.43
2562,5647.75,4615.43
2563,5803.6,4615.43
2564,5647.75,4615.43
2565,5803.6,4615.43
2566,5647.75,4615.43
2567,5803.6,4615.43
2568,5647.75,4615.43
2569,5803.6,4615.43
2570,5647.75,4615.43
2571,5803.6,4615.43
2572,5647.75,4615.43
2573,5803.6,4615.43
2574,5647.75,4615.43
2575,5803.6,4615.43
2576,5647.75,4615.43
2577,5803.6,4615.43
2578,5647.75,4615.43
2579,5803.6,4615.43
2580,5647.75,4615.43
2581,5803.6,4615.43
2582,5647.75,4615.43
2583,5803.6,4615.43
2584,5647.75,4615.43
2585,5803.6,4615.43
2586,5647.75,4615.43
2587,5803.6,4615.43
2588,5647.75,4615.43
2589,5803.6,4615.43
2590,5647.75,4615.43
2591,5803.6,4615.43
2592,5647.75,4615.43
2593,5803.6,4615.43
2594,5647.75,4615.43
2595,5803.6,4615.43
2596,5647.75,4615.43
2597,5803.6,4615.43
2598,5647.75,4615.43
2599,5803.6,4615.43
2600,5647.75,4615.43
2601,5803.6,4615.43
2602,5647.75,4615.43
2603,5803.6,4615.43
2604,5647.75,4615.43
2605,5803.6,4615.43
2606,5647.75,4615.43
2607,5803.6,4615.43
2608,5647.75,4615.43
2609,5803.6,4615.43
2610,5647.75,4615.43
2611,5803.6,4615.43
2612,5647.75,4615.43
2613,5803.6,4615.43
2614,5647.75,4615.43
2615,5803.6,4615.43
2616,5647.75,4615.43
2617,5803.6,4615.43
2618,5647.75,4615.43
2619,5803.6,4615.43
2620,5647.75,4615.43
2621,5803.6,4615.43
2622,5647.75,4615.43
2623,5803.6,4615.43
2624,5647.75,4615.43
2625,5803.6,4615.43
2626,5647.75,4615.43
2627,5803.6,4615.43
2628,5647.75,4615.43
2629,5803.6,4615.43
2630,5647.75,4615.43
2631,5803.6,4615.43
2632,5647.75,4615.43
2633,5803.6,4615.43
2634,5647.75,4615.43
2635,5803.6,4615.43
2636,5647.75,4615.43
2637,5803.6,4615.43
2638,5647.75,4615.43
2639,5803.6,4615.43
2640,5647.75,4615.43
2641,5803.6,4615.43
2642,5647.75,4615.43
2643,5803.6,4615.43
2644,5647.75,4615.43
2645,5803.6,4615.43
2646,5647.75,4615.43
2647,5803.6,4615.43
2648,5647.75,4615.43
2649,5803.6,4615.43
2650,5647.75,4615.43
2651,5803.6,4615.43
2652,5647.75,4615.43
2653,5803.6,4615.43
2654,5647.75,4615.43
2655,5803.6,4615.43
2656,5647.75,4615.43
2657,5803.6,4615.43
2658,5647.75,4615.43
2659,5803.6,4615.43
2660,5647.75,4615.43
2661,5803.6,4615.43
2662,5647.75,4615.43
2663,5803.6,4615.43
2664,5647.75,4615.43
2665,5803.6,4615.43
2666,5647.75,4615.43
2667,5803.6,4615.43
2668,5647.75,4615.43
2669,5803.6,4615.43
2670,5647.75,4615.43
2671,5803.6,4615.43
2672,5647.75,4615.43
2673,5803.6,4615.43
2674,5647.75,4615.43
2675,5803.6,4615.43
2676,5647.75,4615.43
2677,5803.6,4615.43
2678,5647.75,4615.43
2679,5803.6,4615.43
2680,5647.75,4615.43
2681,5803.6,4615.43
2682,5647.75,4615.43
2683,5803.6,4615.43
2684,5647.75,4615.43
2685,5803.6,4615.43
2686,5647.75,4615.43
2687,5803.6,4615.43
2688,5647.75,4615.43
2689,5803.6,4615.43
2690,5647.75,4615.43
2691,5803.6,4615.43
2692,5647.75,4615.43
2693,5803.6,4615.43
2694,5647.75,4615.43
2695,5803.6,4615.43
2696,5647.75,4615.43
2697,5803.6,4615.43
2698,5647.75,4615.43
2699,5803.6,4615.43
2700,5647.75,4615.43
2701,5803.6,4615.43
2702,5647.75,4615.43
2703,5803.6,4615.43
2704,5647.75,4615.43
2705,5803.6,4615.43
2706,5647.75,4615.43
2707,5803.6,4615.43
2708,5647.75,4615.43
2709,5803.6,4615.43
2710,5647.75,4615.43
2711,5803.6,4615.43
2712,5647.75,4615.43
2713,5803.6,4615.43
2714,5647.75,4615.43
2715,5803.6,4615.43
2716,5647.75,4615.43
2717,5803.6,4615.43
2718,5647.75,4615.43
2719,5803.6,4615.43
2720,5647.75,4615.43
2721,5803.6,4615.43
2722,5647.75,4615.43
2723,5803.6,4615.43
2724,5647.75,4615.43
2725,5803.6,4615.43
2726,5647.75,4615.43
2727,5803.6,4615.43
2728,5647.75,4615.43
2729,5803.6,4615.43
2730,5647.75,4615.43
2731,5803.6,4615.43
2732,5647.75,4615.43
2733,5803.6,4615.43
2734,5647.75,4615.43
2735,5803.6,4615.43
2736,5647.75,4615.43
2737,5803.6,4615.43
2738,5647.75,4615.43
2739,5803.6,4615.43
2740,5647.75,4615.43
2741,5803.6,4615.43
2742,5647.75,4615.43
2743,5803.6,4615.43
2744,5647.75,4615.43
2745,5803.6,4615.43
2746,5647.75,4615.43
2747,5803.6,4615.43
2748,5647.75,4615.43
2749,5803.6,4615.43
2750,5647.75,4615.43
2751,5803.6,4615.43
2752,5647.75,4615.43
2753,5803.6,4615.43
2754,5647.75,4615.43
2755,5803.6,4615.43
2756,5647.75,4615.43
2757,5803.6,4615.43
2758,5647.75,4615.43
2759,5803.6,4615.43
2760,5647.75,4615.43
2761,5803.6,4615.43
2762,5647.75,4615.43
2763,5803.6,4615.43
2764,5647.75,4615.43
2765,5803.6,4615.43
2766,5647.75,4615.43
2767,5803.6,4615.43
2768,5647.75,4615.43
2769,5803.6,4615.43
2770,5647.75,4615.43
2771,5803.6,4615.43
2772,5647.75,4615.43
2773,5803.6,4615.43
2774,5647.75,4615.43
2775,5803.6,4615.43
2776,5647.75,4615.43
2777,5803.6,4615.43
2778,5647.75,4615.43
2779,5803.6,4615.43
2780,5647.75,4615.43
2781,5803.6,4615.43
2782,5647.75,4615.43
2783,5803.6,4615.43
2784,5647.75,4615.43
2785,5803.6,4615.43
2786,5647.75,4615.43
2787,5803.6,4615.43
2788,5647.75,4615.43
2789,5803.6,4615.43
2790,5647.75,4615.43
2791,5803.6,4615.43
2792,5647.75,4615.43
2793,5803.6,4615.43
2794,5647.75,4615.43
2795,5803.6,4615.43
2796,5647.75,4615.43
2797,5803.6,4615.43
2798,5647.75,4615.43
2799,5803.6,4615.43
2800,5647.75,4615.43
2801,5803.6,4615.43
2802,5647.75,4615.43
2803,5803.6,4615.43
2804,5647.75,4615.43
2805,5803.6,4615.43
2806,5647.75,4615.43
2807,5803.6,4615.43
2808,5647.75,4615.43
2809,5803.6,4615.43
2810,5647.75,4615.43
2811,5803.6,4615.43
2812,5647.75,4615.43
2813,5803.6,4615.43
2814,5647.75,4615.43
2815,5803.6,4615.43
2816,5647.75,4615.43
2817,5803.6,4615.43
2818,5647.75,4615.43
2819,5803.6,4615.43
2820,5647.75,4615.43
2821,5803.6,4615.43
2822,5647.75,4615.43
2823,5803.6,4615.43
2824,5647.75,4615.43
2825,5803.6,4615.43
2826,5647.75,4615.43
2827,5803.6,4615.43
2828,5647.75,4615.43
2829,5803.6,4615.43
2830,5647.75,4615.43
2831,5803.6,4615.43
2832,5647.75,4615.43
2833,5803.6,4615.43
2834,5647.75,4615.43
2835,5803.6,4615.43
2836,5647.75,4615.43
2837,5803.6,4615.43
2838,5647.75,4615.43
2839,5803.6,4615.43
2840,5647.75,4615.43
2841,5803.6,4615.43
2842,5647.75,4615.43
2843,5803.6,4615.43
2844,5647.75,4615.43
2845,5803.6,4615.43
2846,5647.75,4615.43
2847,5803.6,4615.43
2848,5647.75,4615.43
2849,5803.6,4615.43
2850,5647.75,4615.43
2851,5803.6,4615.43
2852,5647.75,4615.43
2853,5803.6,4615.43
2854,5647.75,4615.43
2855,5803.6,4615.43
2856,5647.75,4615.43
2857,5803.6,4615.43
2858,5647.75,4615.43
2859,5803.6,4615.43
2860,5647.75,4615.43
2861,5803.6,4615.43
2862,5647.75,4615.43
2863,5803.6,4615.43
2864,5647.75,4615.43
2865,5803.6,4615.43
2866,5647.75,4615.43
2867,5803.6,4615.43
2868,5647.75,4615.43
2869,5803.6,4615.43
2870,5647.75,4615.43
2871,5803.6,4615.43
2872,5647.75,4615.43
2873,5803.6,4615.43
2874,5647.75,4615.43
2875,5803.6,4615.43
2876,5647.75,4615.43
2877,5803.6,4615.43
2878,5647.75,4615.43
2879,5803.6,4615.43
2880,5647.75,4615.43
2881,5803.6,4615.43
2882,5647.75,4615.43
2883,5803.6,4615.43
2884,5647.75,4615.43
2885,5803.6,4615.43
2886,5647.75,4615.43
2887,5803.6,4615.43
2888,5647.75,4615.43
2889,5803.6,4615.43
2890,5647.75,4615.43
2891,5803.6,4615.43
2892,5647.75,4615.43
2893,5803.6,4615.43
2894,5647.75,4615.43
2895,5803.6,4615.43
2896,5647.75,4615.43
2897,5803.6,4615.43
2898,5647.75,4615.43
2899,5803.6,4615.43
2900,5647.75,4615.43
2901,5803.6,4615.43
2902,5647.75,4615.43
2903,5803.6,4615.43
2904,5647.75,4615.43
2905,5803.6,4615.43
2906,5647.75,4615.43
2907,5803.6,4615.43
2908,5647.75,4615.43
2909,5803.6,4615.43
2910,5647.75,4615.43
2911,5803.6,4615.43
2912,5647.75,4615.43
2913,5803.6,4615.43
2914,5647.75,4615.43
2915,5803.6,4615.43
2916,5647.75,4615.43
2917,5803.6,4615.43
2918,5647.75,4615.43
2919,5803.6,4615.43
2920,5647.75,4615.43
2921,5803.6,4615.43
2922,5647.75,4615.43
2923,5803.6,4615.43
2924,5647.75,4615.43
2925,5803.6,4615.43
2926,5647.75,4615.43
2927,5803.6,4615.43
2928,5647.75,4615.43
2929,5803.6,4615.43
2930,5647.75,4615.43
2931,5803.6,4615.43
2932,5647.75,4615.43
2933,5803.6,4615.43
2934,5647.75,4615.43
2935,5803.6,4615.43
2936,5647.75,4615.43
2937,5803.6,4615.43
2938,5647.75,4615.43
2939,5803.6,4615.43
2940,5647.75,4615.43
2941,5803.6,4615.43
2942,5647.75,4615.43
2943,5803.6,4615.43
2944,5647.75,4615.43
2945,5803.6,4615.43
2946,5647.75,4615.43
2947,5803.6,4615.43
2948,5647.75,4615.43
2949,5803.6,4615.43
2950,5647.75,4615.43
2951,5803.6,4615.43
2952,5647.75,4615.43
2953,5803.6,4615.43
2954,5647.75,4615.43
2955,5803.6,4615.43
2956,5647.75,4615.43
2957,5803.6,4615.43
2958,5647.75,4615.43
2959,5803.6,4615.43
2960,5647.75,4615.43
2961,5803.6,4615.43
2962,5647.75,4615.43
2963,5803.6,4615.43
2964,5647.75,4615.43
2965,5803.6,4615.43
2966,5647.75,4615.43
2967,5803.6,4615.43
2968,5647.75,4615.43
2969,5803.6,4615.43
2970,5647.75,4615.43
2971,5803.6,4615.43
2972,5647.75,4615.43
2973,5803.6,4615.43
2974,5647.75,4615.43
2975,5803.6,4615.43
2976,5647.75,4615.43
2977,5803.6,4615.43
2978,5647.75,4615.43
2979,5803.6,4615.43
2980,5647.75,4615.43
2981,5803.6,4615.43
2982,5647.75,4615.43
2983,5803.6,4615.43
2984,5647.75,4615.43
2985,5803.6,4615.43
2986,5647.75,4615.43
2987,5803.6,4615.43
2988,5647.75,4615.43
2989,5803.6,4615.43
2990,5647.75,4615.43
2991,5803.6,4615.43
2992,5647.75,4615.43
2993,5803.6,4615.43
2994,5647.75,4615.43
2995,5803.6,4615.43
2996,5647.75,4615.43
2997,5803.6,4615.43
2998,5647.75,4615.43
2999,5803.6,4615.43
3000,5647.75,4615.43
3001,5803.6,4615.43
3002,5647.75,4615.43
3003,5803.6,4615.43
3004,5647.75,4615.43
3005,5803.6,4615.43
3006,5647.75,4615.43
3007,5803.6,4615.43
3008,5647.75,4615.43
3009,5803.6,4615.43
3010,5647.75,4615.43
3011,5803.6,4615.43
3012,5647.75,4615.43
3013,5803.6,4615.43
3014,5647.75,4615.43
3015,5803.6,4615.43
3016,5647.75,4615.43
3017,5803.6,4615.43
3018,5647.75,4615.43
3019,5803.6,4615.43
3020,5647.75,4615.43
3021,5803.6,4615.43
3022,5647.75,4615.43
3023,5803.6,4615.43
3024,5647.75,4615.43
3025,5803.6,4615.43
3026,5647.75,4615.43
3027,5803.6,4615.43
3028,5647.75,4615.43
3029,5803.6,4615.43
3030,5647.75,4615.43
3031,5803.6,4615.43
3032,5647.75,4615.43
3033,5803.6,4615.43
3034,5647.75,4615.43
3035,5803.6,4615.43
3036,5647.75,4615.43
3037,5803.6,4615.43
3038,5647.75,4615.43
3039,5803.6,4615.43
3040,5647.75,4615.43
3041,5803.6,4615.43
3042,5647.75,4615.43
3043,5803.6,4615.43
3044,5647.75,4615.43
3045,5803.6,4615.43
3046,5647.75,4615.43
3047,5803.6,4615.43
3048,5647.75,4615.43
3049,5803.6,4615.43
3050,5647.75,4615.43
3051,5803.6,4615.43
3052,5647.75,4615.43
3053,5803.6,4615.43
3054,5647.75,4615.43
3055,5803.6,4615.43
3056,5647.75,4615.43
3057,5803.6,4615.43
3058,5647.75,4615.43
3059,5803.6,4615.43
3060,5647.75,4615.43
3061,5803.6,4615.43
3062,5647.75,4615.43
3063,5803.6,4615.43
3064,5647.75,4615.43
3065,5803.6,4615.43
3066,5647.75,4615.43
3067,5803.6,4615.43
3068,5647.75,4615.43
3069,5803.6,4615.43
3070,5647.75,4615.43
3071,5803.6,4615.43
3072,5647.75,4615.43
3073,5803.6,4615.43
3074,5647.75,4615.43
3075,5803.6,4615.43
3076,5647.75,4615.43
3077,5803.6,4615.43
3078,5647.75,4615.43
3079,5803.6,4615.43
3080,5647.75,4615.43
3081,5803.6,4615.43
3082,5647.75,4615.43
3083,5803.6,4615.43
3084,5647.75,4615.43
3085,5803.6,4615.43
3086,5647.75,4615.43
3087,5803.6,4615.43
3088,5647.75,4615.43
3089,5803.6,4615.43
3090,5647.75,4615.43
3091,5803.6,4615.43
3092,5647.75,4615.43
3093,5803.6,4615.43
3094,5647.75,4615.43
3095,5803.6,4615.43
3096,5647.75,4615.43
3097,5803.6,4615.43
3098,5647.75,4615.43
3099,5803.6,4615.43
3100,5647.75,4615.43
3101,5803.6,4615.43
3102,5647.75,4615.43
3103,5803.6,4615.43
3104,5647.75,4615.43
3105,5803.6,4615.43
3106,5647.75,4615.43
3107,5803.6,4615.43
3108,5647.75,4615.43
3109,5803.6,4615.43
3110,5647.75,4615.43
3111,5803.6,4615.43
3112,5647.75,4615.43
3113,5803.6,4615.43
3114,5647.75,4615.43
3115,5803.6,4615.43
3116,5647.75,4615.43
3117,5803.6,4615.43
3118,5647.75,4615.43
3119,5803.6,4615.43
3120,5647.75,4615.43
3121,5803.6,4615.43
3122,5647.75,4615.43
3123,5803.6,4615.43
3124,5647.75,4615.43
3125,5803.6,4615.43
3126,5647.75,4615.43
3127,5803.6,4615.43
3128,5647.75,4615.43
3129,5803.6,4615.43
3130,5647.75,4615.43
3131,5803.6,4615.43
3132,5647.75,4615.43
3133,5803.6,4615.43
3134,5647.75,4615.43
3135,5803.6,4615.43
3136,5647.75,4615.43
3137,5803.6,4615.43
3138,5647.75,4615.43
3139,5803.6,4615.43
3140,5647.75,4615.43
3141,5803.6,4615.43
3142,5647.75,4615.43
3143,5803.6,4615.43
3144,5647.75,4615.43
3145,5803.6,4615.43
3146,5647.75,4615.43
3147,5803.6,4615.43
3148,5647.75,4615.43
3149,5803.6,4615.43
3150,5647.75,4615.43
3151,5803.6,4615.43
3152,5647.75,4615.43
3153,5803.6,4615.43
3154,5647.75,4615.43
3155,5803.6,4615.43
3156,5647.75,4615.43
3157,5803.6,4615.43
3158,5647.75,4615.43
3159,5803.6,4615.43
3160,5647.75,4615.43
3161,5803.6,4615.43
3162,5647.75,4615.43
3163,5803.6,4615.43
3164,5647.75,4615.43
3165,5803.6,4615.43
3166,5647.75,4615.43
3167,5803.6,4615.43
3168,5647.75,4615.43
3169,5803.6,4615.43
3170,5647.75,4615.43
3171,5803.6,4615.43
3172,5647.75,4615.43
3173,5803.6,4615.43
3174,5647.75,4615.43
3175,5803.6,4615.43
3176,5647.75,4615.43
3177,5803.6,4615.43
3178,5647.75,4615.43
3179,5803.6,4615.43
3180,5647.75,4615.43
3181,5803.6,4615.43
3182,5647.75,4615.43
3183,5803.6,4615.43
3184,5647.75,4615.43
3185,5803.6,4615.43
3186,5647.75,4615.43
3187,5803.6,4615.43
3188,5647.75,4615.43
3189,5803.6,4615.43
3190,5647.75,4615.43
3191,5803.6,4615.43
3192,5647.75,4615.43
3193,5803.6,4615.43
3194,5647.75,4615.43
3195,5803.6,4615.43
3196,5647.75,4615.43
3197,5803.6,4615.43
3198,5647.75,4615.43
3199,5803.6,4615.43
3200,5647.75,4615.43
3201,5803.6,4615.43
3202,5647.75,4615.43
3203,5803.6,4615.43
3204,5647.75,4615.43
3205,5803.6,4615.43
3206,5647.75,4615.43
3207,5803.6,4615.43
3208,5647.75,4615.43
3209,5803.6,4615.43
3210,5647.75,4615.43
3211,5803.6,4615.43
3212,5647.75,4615.43
3213,5803.6,4615.43
3214,5647.75,4615.43
3215,5803.6,4615.43
3216,5647.75,4615.43
3217,5803.6,4615.43
3218,5647.75,4615.43
3219,5803.6,4615.43
3220,5647.75,4615.43
3221,5803.6,4615.43
3222,5647.75,4615.43
3223,5803.6,4615.43
3224,5647.75,4615.43
3225,5803.6,4615.43
3226,5647.75,4615.43
3227,5803.6,4615.43
3228,5647.75,4615.43
3229,5803.6,4615.43
3230,5647.75,4615.43
3231,5803.6,4615.43
3232,5647.75,4615.43
3233,5803.6,4615.43
3234,5647.75,4615.43
3235,5803.6,4615.43
3236,5647.75,4615.43
3237,5803.6,4615.43
3238,5647.75,4615.43
3239,5803.6,4615.43
3240,5647.75,4615.43
3241,5803.6,4615.43
3242,5647.75,4615.43
3243,5803.6,4615.43
3244,5647.75,4615.43
3245,5803.6,4615.43
3246,5647.75,4615.43
3247,5803.6,4615.43
3248,5647.75,4615.43
3249,5803.6,4615.43
3250,5647.75,4615.43
3251,5803.6,4615.43
3252,5647.75,4615.43
3253,5803.6,4615.43
3254,5647.75,4615.43
3255,5803.6,4615.43
3256,5647.75,4615.43
3257,5803.6,4615.43
3258,5647.75,4615.43
3259,5803.6,4615.43
3260,5647.75,4615.43
3261,5803.6,4615.43
3262,5647.75,4615.43
3263,5803.6,4615.43
3264,5647.75,4615.43
3265,5803.6,4615.43
3266,5647.75,4615.43
3267,5803.6,4615.43
3268,5647.75,4615.43
3269,5803.6,4615.43
3270,5647.75,4615.43
3271,5803.6,4615.43
3272,5647.75,4615.43
3273,5803.6,4615.43
3274,5647.75,4615.43
3275,5803.6,4615.43
3276,5647.75,4615.43
3277,5803.6,4615.43
3278,5647.75,4615.43
3279,5803.6,4615.43
3280,5647.75,4615.43
3281,5803.6,4615.43
3282,5647.75,4615.43
3283,5803.6,4615.43
3284,5647.75,4615.43
3285,5803.6,4615.43
3286,5647.75,4615.43
3287,5803.6,4615.43
3288,5647.75,4615.43
3289,5803.6,4615.43
3290,5647.75,4615.43
3291,5803.6,4615.43
3292,5647.75,4615.43
3293,5803.6,4615.43
3294,5647.75,4615.43
3295,5803.6,4615.43
3296,5647.75,4615.43
3297,5803.6,4615.43
3298,5647.75,4615.43
3299,5803.6,4615.43
3300,5647.75,4615.43
3301,5803.6,4615.43
3302,5647.75,4615.43
