generation,best,bestEver
1151,5803.6,4615.43
1152,5647.75,4615.43
1153,5803.6,4615.43
1154,5647.75,4615.43
1155,5803.6,4615.43
1156,5647.75,4615.43
1157,5803.6,4615.43
1158,5647.75,4615.43
1159,5803.6,4615.43
1160,5647.75,4615.43
1161,5803.6,4615.43
1162,5647.75,4615.43
1163,5803.6,4615.43
1164,5647.75,4615.43
1165,5803.6,4615.43
1166,5647.75,4615.43
1167,5803.6,4615.43
1168,5647.75,4615.43
1169,5803.6,4615.43
1170,5647.75,4615.43
1171,5803.6,4615.43
1172,5647.75,4615.43
1173,5803.6,4615.43
1174,5647.75,4615.43
1175,5803.6,4615.43
1176,5647.75,4615.43
1177,5803.6,4615.43
1178,5647.75,4615.43
1179,5803.6,4615.43
1180,5647.75,4615.43
1181,5803.6,4615.43
1182,5647.75,4615.43
1183,5803.6,4615.43
1184,5647.75,4615.43
1185,5803.6,4615.43
1186,5647.75,4615.43
1187,5803.6,4615.43
1188,5647.75,4615.43
1189,5803.6,4615.43
1190,5647.75,4615.43
1191,5803.6,4615.43
1192,5647.75,4615.43
1193,5803.6,4615.43
1194,5647.75,4615.43
1195,5803.6,4615.43
1196,5647.75,4615.43
1197,5803.6,4615.43
1198,5647.75,4615.43
1199,5803.6,4615.43
1200,5647.75,4615.43
1201,5803.6,4615.43
1202,5647.75,4615.43
1203,5803.6,4615.43
1204,5647.75,4615.43
1205,5803.6,4615.43
1206,5647.75,4615.43
1207,5803.6,4615.43
1208,5647.75,4615.43
1209,5803.6,4615.43
1210,5647.75,4615.43
1211,5803.6,4615.43
1212,5647.75,4615.43
1213,5803.6,4615.43
1214,5647.75,4615.43
1215,5803.6,4615.43
1216,5647.75,4615.43
1217,5803.6,4615.43
1218,5647.75,4615.43
1219,5803.6,4615.43
1220,5647.75,4615.43
1221,5803.6,4615.43
1222,5647.75,4615.43
1223,5803.6,4615.43
1224,5647.75,4615.43
1225,5803.6,4615.43
1226,5647.75,4615.43
1227,5803.6,4615.43
1228,5647.75,4615.43
1229,5803.6,4615.43
1230,5647.75,4615.43
1231,5803.6,4615.43
1232,5647.75,4615.43
1233,5803.6,4615.43
1234,5647.75,4615.43
1235,5803.6,4615.43
1236,5647.75,4615.43
1237,5803.6,4615.43
1238,5647.75,4615.43
1239,5803.6,4615.43
1240,5647.75,4615.43
1241,5803.6,4615.43
1242,5647.75,4615.43
1243,5803.6,4615.43
1244,5647.75,4615.43
1245,5803.6,4615.43
1246,5647.75,4615.43
1247,5803.6,4615.43
1248,5647.75,4615.43
1249,5803.6,4615.43
1250,5647.75,4615.43
1251,5803.6,4615.43
1252,5647.75,4615.43
1253,5803.6,4615.43
1254,5647.75,4615.43
1255,5803.6,4615.43
1256,5647.75,4615.43
1257,5803.6,4615.43
1258,5647.75,4615.43
1259,5803.6,4615.43
1260,5647.75,4615.43
1261,5803.6,4615.43
1262,5647.75,4615.43
1263,5803.6,4615.43
1264,5647.75,4615.43
1265,5803.6,4615.43
1266,5647.75,4615.43
1267,5803.6,4615.43
1268,5647.75,4615.43
1269,5803.6,4615.43
1270,5647.75,4615.43
1271,5803.6,4615.43
1272,5647.75,4615.43
1273,5803.6,4615.43
1274,5647.75,4615.43
1275,5803.6,4615.43
1276,5647.75,4615.43
1277,5803.6,4615.43
1278,5647.75,4615.43
1279,5803.6,4615.43
1280,5647.75,4615.43
1281,5803.6,4615.43
1282,5647.75,4615.43
1283,5803.6,4615.43
1284,5647.75,4615.43
1285,5803.6,4615.43
1286,5647.75,4615.43
1287,5803.6,4615.43
1288,5647.75,4615.43
1289,5803.6,4615.43
1290,5647.75,4615.43
1291,5803.6,4615.43
1292,5647.75,4615.43
1293,5803.6,4615.43
1294,5647.75,4615.43
1295,5803.6,4615.43
1296,5647.75,4615.43
1297,5803.6,4615.43
1298,5647.75,4615.43
1299,5803.6,4615.43
1300,5647.75,4615.43
1301,5803.6,4615.43
1302,5647.75,4615.43
1303,5803.6,4615.43
1304,5647.75,4615.43
1305,5803.6,4615.43
1306,5647.75,4615.43
1307,5803.6,4615.43
1308,5647.75,4615.43
1309,5803.6,4615.43
1310,5647.75,4615.43
1311,5803.6,4615.43
1312,5647.75,4615.43
1313,5803.6,4615.43
1314,5647.75,4615.43
1315,5803.6,4615.43
1316,5647.75,4615.43
1317,5803.6,4615.43
1318,5647.75,4615.43
1319,5803.6,4615.43
1320,5647.75,4615.43
1321,5803.6,4615.43
1322,5647.75,4615.43
1323,5803.6,4615.43
1324,5647.75,4615.43
1325,5803.6,4615.43
1326,5647.75,4615.43
1327,5803.6,4615.43
1328,5647.75,4615.43
1329,5803.6,4615.43
1330,5647.75,4615.43
1331,5803.6,4615.43
1332,5647.75,4615.43
1333,5803.6,4615.43
1334,5647.75,4615.43
1335,5803.6,4615.43
1336,5647.75,4615.43
1337,5803.6,4615.43
1338,5647.75,4615.43
1339,5803.6,4615.43
1340,5647.75,4615.43
1341,5803.6,4615.43
1342,5647.75,4615.43
1343,5803.6,4615.43
1344,5647.75,4615.43
1345,5803.6,4615.43
1346,5647.75,4615.43
1347,5803.6,4615.43
1348,5647.75,4615.43
1349,5803.6,4615.43
1350,5647.75,4615.43
1351,5803.6,4615.43
1352,5647.75,4615.43
1353,5803.6,4615.43
1354,5647.75,4615.43
1355,5803.6,4615.43
1356,5647.75,4615.43
1357,5803.6,4615.43
1358,5647.75,4615.43
1359,5803.6,4615.43
1360,5647.75,4615.43
1361,5803.6,4615.43
1362,5647.75,4615.43
1363,5803.6,4615.43
1364,5647.75,4615.43
1365,5803.6,4615.43
1366,5647.75,4615.43
1367,5803.6,4615.43
1368,5647.75,4615.43
1369,5803.6,4615.43
1370,5647.75,4615.43
1371,5803.6,4615.43
1372,5647.75,4615.43
1373,5803.6,4615.43
1374,5647.75,4615.43
1375,5803.6,4615.43
1376,5647.75,4615.43
1377,5803.6,4615.43
1378,5647.75,4615.43
1379,5803.6,4615.43
1380,5647.75,4615.43
1381,5803.6,4615.43
1382,5647.75,4615.43
1383,5803.6,4615.43
1384,5647.75,4615.43
1385,5803.6,4615.43
1386,5647.75,4615.43
1387,5803.6,4615.43
1388,5647.75,4615.43
1389,5803.6,4615.43
1390,5647.75,4615.43
1391,5803.6,4615.43
1392,5647.75,4615.43
1393,5803.6,4615.43
1394,5647.75,4615.43
1395,5803.6,4615.43
1396,5647.75,4615.43
1397,5803.6,4615.43
1398,5647.75,4615.43
1399,5803.6,4615.43
1400,5647.75,4615.43
1401,5803.6,4615.43
1402,5647.75,4615.43
1403,5803.6,4615.43
1404,5647.75,4615.43
1405,5803.6,4615.43
1406,5647.75,4615.43
1407,5803.6,4615.43
1408,5647.75,4615.43
1409,5803.6,4615.43
1410,5647.75,4615.43
1411,5803.6,4615.43
1412,5647.75,4615.43
1413,5803.6,4615.43
1414,5647.75,4615.43
1415,5803.6,4615.43
1416,5647.75,4615.43
1417,5803.6,4615.43
1418,5647.75,4615.43
1419,5803.6,4615.43
1420,5647.75,4615.43
1421,5803.6,4615.43
1422,5647.75,4615.43
1423,5803.6,4615.43
1424,5647.75,4615.43
1425,5803.6,4615.43
1426,5647.75,4615.43
1427,5803.6,4615.43
1428,5647.75,4615.43
1429,5803.6,4615.43
1430,5647.75,4615.43
1431,5803.6,4615.43
1432,5647.75,4615.43
1433,5803.6,4615.43
1434,5647.75,4615.43
1435,5803.6,4615.43
1436,5647.75,4615.43
1437,5803.6,4615.43
1438,5647.75,4615.43
1439,5803.6,4615.43
1440,5647.75,4615.43
1441,5803.6,4615.43
1442,5647.75,4615.43
1443,5803.6,4615.43
1444,5647.75,4615.43
1445,5803.6,4615.43
1446,5647.75,4615.43
1447,5803.6,4615.43
1448,5647.75,4615.43
1449,5803.6,4615.43
1450,5647.75,4615.43
1451,5803.6,4615.43
1452,5647.75,4615.43
1453,5803.6,4615.43
1454,5647.75,4615.43
1455,5803.6,4615.43
1456,5647.75,4615.43
1457,5803.6,4615.43
1458,5647.75,4615.43
1459,5803.6,4615.43
1460,5647.75,4615.43
1461,5803.6,4615.43
1462,5647.75,4615.43
1463,5803.6,4615.43
1464,5647.75,4615.43
1465,5803.6,4615.43
1466,5647.75,4615.43
1467,5803.6,4615.43
1468,5647.75,4615.43
1469,5803.6,4615.43
1470,5647.75,4615.43
1471,5803.6,4615.43
1472,5647.75,4615.43
1473,5803.6,4615.43
1474,5647.75,4615.43
1475,5803.6,4615.43
1476,5647.75,4615.43
1477,5803.6,4615.43
1478,5647.75,4615.43
1479,5803.6,4615.43
1480,5647.75,4615.43
1481,5803.6,4615.43
1482,5647.75,4615.43
1483,5803.6,4615.43
1484,5647.75,4615.43
1485,5803.6,4615.43
1486,5647.75,4615.43
1487,5803.6,4615.43
1488,5647.75,4615.43
1489,5803.6,4615.43
1490,5647.75,4615.43
1491,5803.6,4615.43
1492,5647.75,4615.43
1493,5803.6,4615.43
1494,5647.75,4615.43
1495,5803.6,4615.43
1496,5647.75,4615.43
1497,5803.6,4615.43
1498,5647.75,4615.43
1499,5803.6,4615.43
1500,5647.75,4615.43
1501,5803.6,4615.43
1502,5647.75,4615.43
1503,5803.6,4615.43
1504,5647.75,4615.43
1505,5803.6,4615.43
1506,5647.75,4615.43
1507,5803.6,4615.43
1508,5647.75,4615.43
1509,5803.6,4615.43
1510,5647.75,4615.43
1511,5803.6,4615.43
1512,5647.75,4615.43
1513,5803.6,4615.43
1514,5647.75,4615.43
1515,5803.6,4615.43
1516,5647.75,4615.43
1517,5803.6,4615.43
1518,5647.75,4615.43
1519,5803.6,4615.43
1520,5647.75,4615.43
1521,5803.6,4615.43
1522,5647.75,4615.43
1523,5803.6,4615.43
1524,5647.75,4615.43
1525,5803.6,4615.43
1526,5647.75,4615.43
1527,5803.6,4615.43
1528,5647.75,4615.43
1529,5803.6,4615.43
1530,5647.75,4615.43
1531,5803.6,4615.43
1532,5647.75,4615.43
1533,5803.6,4615.43
1534,5647.75,4615.43
1535,5803.6,4615.43
1536,5647.75,4615.43
1537,5803.6,4615.43
1538,5647.75,4615.43
1539,5803.6,4615.43
1540,5647.75,4615.43
1541,5803.6,4615.43
1542,5647.75,4615.43
1543,5803.6,4615.43
1544,5647.75,4615.43
1545,5803.6,4615.43
1546,5647.75,4615.43
1547,5803.6,4615.43
1548,5647.75,4615.43
1549,5803.6,4615.43
1550,5647.75,4615.43
1551,5803.6,4615.43
1552,5647.75,4615.43
1553,5803.6,4615.43
1554,5647.75,4615.43
1555,5803.6,4615.43
1556,5647.75,4615.43
1557,5803.6,4615.43
1558,5647.75,4615.43
1559,5803.6,4615.43
1560,5647.75,4615.43
1561,5803.6,4615.43
1562,5647.75,4615.43
1563,5803.6,4615.43
1564,5647.75,4615.43
1565,5803.6,4615.43
1566,5647.75,4615.43
1567,5803.6,4615.43
1568,5647.75,4615.43
1569,5803.6,4615.43
1570,5647.75,4615.43
1571,5803.6,4615.43
1572,5647.75,4615.43
1573,5803.6,4615.43
1574,5647.75,4615.43
1575,5803.6,4615.43
1576,5647.75,4615.43
1577,5803.6,4615.43
1578,5647.75,4615.43
1579,5803.6,4615.43
1580,5647.75,4615.43
1581,5803.6,4615.43
1582,5647.75,4615.43
1583,5803.6,4615.43
1584,5647.75,4615.43
1585,5803.6,4615.43
1586,5647.75,4615.43
1587,5803.6,4615.43
1588,5647.75,4615.43
1589,5803.6,4615.43
1590,5647.75,4615.43
1591,5803.6,4615.43
1592,5647.75,4615.43
1593,5803.6,4615.43
1594,5647.75,4615.43
1595,5803.6,4615.43
1596,5647.75,4615.43
1597,5803.6,4615.43
1598,5647.75,4615.43
1599,5803.6,4615.43
1600,5647.75,4615.43
1601,5803.6,4615.43
1602,5647.75,4615.43
1603,5803.6,4615.43
1604,5647.75,4615.43
1605,5803.6,4615.43
1606,5647.75,4615.43
1607,5803.6,4615.43
1608,5647.75,4615.43
1609,5803.6,4615.43
1610,5647.75,4615.43
1611,5803.6,4615.43
1612,5647.75,4615.43
1613,5803.6,4615.43
1614,5647.75,4615.43
1615,5803.6,4615.43
1616,5647.75,4615.43
1617,5803.6,4615.43
1618,5647.75,4615.43
1619,5803.6,4615.43
1620,5647.75,4615.43
1621,5803.6,4615.43
1622,5647.75,4615.43
1623,5803.6,4615.43
1624,5647.75,4615.43
1625,5803.6,4615.43
1626,5647.75,4615.43
1627,5803.6,4615.43
1628,5647.75,4615.43
1629,5803.6,4615.43
1630,5647.75,4615.43
1631,5803.6,4615.43
1632,5647.75,4615.43
1633,5803.6,4615.43
1634,5647.75,4615.43
1635,5803.6,4615.43
1636,5647.75,4615.43
1637,5803.6,4615.43
1638,5647.75,4615.43
1639,5803.6,4615.43
1640,5647.75,4615.43
1641,5803.6,4615.43
1642,5647.75,4615.43
1643,5803.6,4615.43
1644,5647.75,4615.43
1645,5803.6,4615.43
1646,5647.75,4615.43
1647,5803.6,4615.43
1648,5647.75,4615.43
1649,5803.6,4615.43
1650,5647.75,4615.43
1651,5803.6,4615.43
1652,5647.75,4615.43
1653,5803.6,4615.43
1654,5647.75,4615.43
1655,5803.6,4615.43
1656,5647.75,4615.43
1657,5803.6,4615.43
1658,5647.75,4615.43
1659,5803.6,4615.43
1660,5647.75,4615.43
1661,5803.6,4615.43
1662,5647.75,4615.43
1663,5803.6,4615.43
1664,5647.75,4615.43
1665,5803.6,4615.43
1666,5647.75,4615.43
1667,5803.6,4615.43
1668,5647.75,4615.43
1669,5803.6,4615.43
1670,5647.75,4615.43
1671,5803.6,4615.43
1672,5647.75,4615.43
1673,5803.6,4615.43
1674,5647.75,4615.43
1675,5803.6,4615.43
1676,5647.75,4615.43
1677,5803.6,4615.43
1678,5647.75,4615.43
1679,5803.6,4615.43
1680,5647.75,4615.43
1681,5803.6,4615.43
1682,5647.75,4615.43
1683,5803.6,4615.43
1684,5647.75,4615.43
1685,5803.6,4615.43
1686,5647.75,4615.43
1687,5803.6,4615.43
1688,5647.75,4615.43
1689,5803.6,4615.43
1690,5647.75,4615.43
1691,5803.6,4615.43
1692,5647.75,4615.43
1693,5803.6,4615.43
1694,5647.75,4615.43
1695,5803.6,4615.43
1696,5647.75,4615.43
1697,5803.6,4615.43
1698,5647.75,4615.43
1699,5803.6,4615.43
1700,5647.75,4615.43
1701,5803.6,4615.43
1702,5647.75,4615.43
1703,5803.6,4615.43
1704,5647.75,4615.43
1705,5803.6,4615.43
1706,5647.75,4615.43
1707,5803.6,4615.43
1708,5647.75,4615.43
1709,5803.6,4615.43
1710,5647.75,4615.43
1711,5803.6,4615.43
1712,5647.75,4615.43
1713,5803.6,4615.43
1714,5647.75,4615.43
1715,5803.6,4615.43
1716,5647.75,4615.43
1717,5803.6,4615.43
1718,5647.75,4615.43
1719,5803.6,4615.43
1720,5647.75,4615.43
1721,5803.6,4615.43
1722,5647.75,4615.43
1723,5803.6,4615.43
1724,5647.75,4615.43
1725,5803.6,4615.43
1726,5647.75,4615.43
1727,5803.6,4615.43
1728,5647.75,4615.43
1729,5803.6,4615.43
1730,5647.75,4615.43
1731,5803.6,4615.43
1732,5647.75,4615.43
1733,5803.6,4615.43
1734,5647.75,4615.43
1735,5803.6,4615.43
1736,5647.75,4615.43
1737,5803.6,4615.43
1738,5647.75,4615.43
1739,5803.6,4615.43
1740,5647.75,4615.43
1741,5803.6,4615.43
1742,5647.75,4615.43
1743,5803.6,4615.43
1744,5647.75,4615.43
1745,5803.6,4615.43
1746,5647.75,4615.43
1747,5803.6,4615.43
1748,5647.75,4615.43
1749,5803.6,4615.43
1750,5647.75,4615.43
1751,5803.6,4615.43
1752,5647.75,4615.43
1753,5803.6,4615.43
1754,5647.75,4615.43
1755,5803.6,4615.43
1756,5647.75,4615.43
1757,5803.6,4615.43
1758,5647.75,4615.43
1759,5803.6,4615.43
1760,5647.75,4615.43
1761,5803.6,4615.43
1762,5647.75,4615.43
1763,5803.6,4615.43
1764,5647.75,4615.43
1765,5803.6,4615.43
1766,5647.75,4615.43
1767,5803.6,4615.43
1768,5647.75,4615.43
1769,5803.6,4615.43
1770,5647.75,4615.43
1771,5803.6,4615.43
1772,5647.75,4615.43
1773,5803.6,4615.43
1774,5647.75,4615.43
1775,5803.6,4615.43
1776,5647.75,4615.43
1777,5803.6,4615.43
1778,5647.75,4615.43
1779,5803.6,4615.43
1780,5647.75,4615.43
1781,5803.6,4615.43
1782,5647.75,4615.43
1783,5803.6,4615.43
1784,5647.75,4615.43
1785,5803.6,4615.43
1786,5647.75,4615.43
1787,5803.6,4615.43
1788,5647.75,4615.43
1789,5803.6,4615.43
1790,5647.75,4615.43
1791,5803.6,4615.43
1792,5647.75,4615.43
1793,5803.6,4615.43
1794,5647.75,4615.43
1795,5803.6,4615.43
1796,5647.75,4615.43
1797,5803.6,4615.43
1798,5647.75,4615.43
1799,5803.6,4615.43
1800,5647.75,4615.43
1801,5803.6,4615.43
1802,5647.75,4615.43
1803,5803.6,4615.43
1804,5647.75,4615.43
1805,5803.6,4615.43
1806,5647.75,4615.43
1807,5803.6,4615.43
1808,5647.75,4615.43
1809,5803.6,4615.43
1810,5647.75,4615.43
1811,5803.6,4615.43
1812,5647.75,4615.43
1813,5803.6,4615.43
1814,5647.75,4615.43
1815,5803.6,4615.43
1816,5647.75,4615.43
1817,5803.6,4615.43
1818,5647.75,4615.43
1819,5803.6,4615.43
1820,5647.75,4615.43
1821,5803.6,4615.43
1822,5647.75,4615.43
1823,5803.6,4615.43
1824,5647.75,4615.43
1825,5803.6,4615.43
1826,5647.75,4615.43
1827,5803.6,4615.43
1828,5647.75,4615.43
1829,5803.6,4615.43
1830,5647.75,4615.43
1831,5803.6,4615.43
1832,5647.75,4615.43
1833,5803.6,4615.43
1834,5647.75,4615.43
1835,5803.6,4615.43
1836,5647.75,4615.43
1837,5803.6,4615.43
1838,5647.75,4615.43
1839,5803.6,4615.43
1840,5647.75,4615.43
1841,5803.6,4615.43
1842,5647.75,4615.43
1843,5803.6,4615.43
1844,5647.75,4615.43
1845,5803.6,4615.43
1846,5647.75,4615.43
1847,5803.6,4615.43
1848,5647.75,4615.43
1849,5803.6,4615.43
1850,5647.75,4615.43
1851,5803.6,4615.43
1852,5647.75,4615.43
1853,5803.6,4615.43
1854,5647.75,4615.43
1855,5803.6,4615.43
1856,5647.75,4615.43
1857,5803.6,4615.43
1858,5647.75,4615.43
1859,5803.6,4615.43
1860,5647.75,4615.43
1861,5803.6,4615.43
1862,5647.75,4615.43
1863,5803.6,4615.43
1864,5647.75,4615.43
1865,5803.6,4615.43
1866,5647.75,4615.43
1867,5803.6,4615.43
1868,5647.75,4615.43
1869,5803.6,4615.43
1870,5647.75,4615.43
1871,5803.6,4615.43
1872,5647.75,4615.43
1873,5803.6,4615.43
1874,5647.75,4615.43
1875,5803.6,4615.43
1876,5647.75,4615.43
1877,5803.6,4615.43
1878,5647.75,4615.43
1879,5803.6,4615.43
1880,5647.75,4615.43
1881,5803.6,4615.43
1882,5647.75,4615.43
1883,5803.6,4615.43
1884,5647.75,4615.43
1885,5803.6,4615.43
1886,5647.75,4615.43
1887,5803.6,4615.43
1888,5647.75,4615.43
1889,5803.6,4615.43
1890,5647.75,4615.43
1891,5803.6,4615.43
1892,5647.75,4615.43
1893,5803.6,4615.43
1894,5647.75,4615.43
1895,5803.6,4615.43
1896,5647.75,4615.43
1897,5803.6,4615.43
1898,5647.75,4615.43
1899,5803.6,4615.43
1900,5647.75,4615.43
1901,5803.6,4615.43
1902,5647.75,4615.43
1903,5803.6,4615.43
1904,5647.75,4615.43
1905,5803.6,4615.43
1906,5647.75,4615.43
1907,5803.6,4615.43
1908,5647.75,4615.43
1909,5803.6,4615.43
1910,5647.75,4615.43
1911,5803.6,4615.43
1912,5647.75,4615.43
1913,5803.6,4615.43
1914,5647.75,4615.43
1915,5803.6,4615.43
1916,5647.75,4615.43
1917,5803.6,4615.43
1918,5647.75,4615.43
1919,5803.6,4615.43
1920,5647.75,4615.43
1921,5803.6,4615.43
1922,5647.75,4615.43
1923,5803.6,4615.43
1924,5647.75,4615.43
1925,5803.6,4615.43
1926,5647.75,4615.43
1927,5803.6,4615.43
1928,5647.75,4615.43
1929,5803.6,4615.43
1930,5647.75,4615.43
1931,5803.6,4615.43
1932,5647.75,4615.43
1933,5803.6,4615.43
1934,5647.75,4615.43
1935,5803.6,4615.43
1936,5647.75,4615.43
1937,5803.6,4615.43
1938,5647.75,4615.43
1939,5803.6,4615.43
1940,5647.75,4615.43
1941,5803.6,4615.43
1942,5647.75,4615.43
1943,5803.6,4615.43
1944,5647.75,4615.43
1945,5803.6,4615.43
1946,5647.75,4615.43
1947,5803.6,4615.43
1948,5647.75,4615.43
1949,5803.6,4615.43
1950,5647.75,4615.43
1951,5803.6,4615.43
1952,5647.75,4615.43
1953,5803.6,4615.43
1954,5647.75,4615.43
1955,5803.6,4615.43
1956,5647.75,4615.43
1957,5803.6,4615.43
1958,5647.75,4615.43
1959,5803.6,4615.43
1960,5647.75,4615.43
1961,5803.6,4615.43
1962,5647.75,4615.43
1963,5803.6,4615.43
1964,5647.75,4615.43
1965,5803.6,4615.43
1966,5647.75,4615.43
1967,5803.6,4615.43
1968,5647.75,4615.43
1969,5803.6,4615.43
1970,5647.75,4615.43
1971,5803.6,4615.43
1972,5647.75,4615.43
1973,5803.6,4615.43
1974,5647.75,4615.43
1975,5803.6,4615.43
1976,5647.75,4615.43
1977,5803.6,4615.43
1978,5647.75,4615.43
1979,5803.6,4615.43
1980,5647.75,4615.43
1981,5803.6,4615.43
1982,5647.75,4615.43
1983,5803.6,4615.43
1984,5647.75,4615.43
1985,5803.6,4615.43
1986,5647.75,4615.43
1987,5803.6,4615.43
1988,5647.75,4615.43
1989,5803.6,4615.43
1990,5647.75,4615.43
1991,5803.6,4615.43
1992,5647.75,4615.43
1993,5803.6,4615.43
1994,5647.75,4615.43
1995,5803.6,4615.43
1996,5647.75,4615.43
1997,5803.6,4615.43
1998,5647.75,4615.43
1999,5803.6,4615.43
2000,5647.75,4615.43
2001,5803.6,4615.43
2002,5647.75,4615.43
2003,5803.6,4615.43
2004,5647.75,4615.43
2005,5803.6,4615.43
2006,5647.75,4615.43
2007,5803.6,4615.43
2008,5647.75,4615.43
2009,5803.6,4615.43
2010,5647.75,4615.43
2011,5803.6,4615.43
2012,5647.75,4615.43
2013,5803.6,4615.43
2014,5647.75,4615.43
2015,5803.6,4615.43
2016,5647.75,4615.43
2017,5803.6,4615.43
2018,5647.75,4615.43
2019,5803.6,4615.43
2020,5647.75,4615.43
2021,5803.6,4615.43
2022,5647.75,4615.43
2023,5803.6,4615.43
2024,5647.75,4615.43
2025,5803.6,4615.43
2026,5647.75,4615.43
2027,5803.6,4615.43
2028,5647.75,4615.43
2029,5803.6,4615.43
2030,5647.75,4615.43
2031,5803.6,4615.43
2032,5647.75,4615.43
2033,5803.6,4615.43
2034,5647.75,4615.43
2035,5803.6,4615.43
2036,5647.75,4615.43
2037,5803.6,4615.43
2038,5647.75,4615.43
2039,5803.6,4615.43
2040,5647.75,4615.43
2041,5803.6,4615.43
2042,5647.75,4615.43
2043,5803.6,4615.43
2044,5647.75,4615.43
2045,5803.6,4615.43
2046,5647.75,4615.43
2047,5803.6,4615.43
2048,5647.75,4615.43
2049,5803.6,4615.43
2050,5647.75,4615.43
2051,5803.6,4615.43
2052,5647.75,4615.43
2053,5803.6,4615.43
2054,5647.75,4615.43
2055,5803.6,4615.43
2056,5647.75,4615.43
2057,5803.6,4615.43
2058,5647.75,4615.43
2059,5803.6,4615.43
2060,5647.75,4615.43
2061,5803.6,4615.43
2062,5647.75,4615.43
2063,5803.6,4615.43
2064,5647.75,4615.43
2065,5803.6,4615.43
2066,5647.75,4615.43
2067,5803.6,4615.43
2068,5647.75,4615.43
2069,5803.6,4615.43
2070,5647.75,4615.43
2071,5803.6,4615.43
2072,5647.75,4615.43
2073,5803.6,4615.43
2074,5647.75,4615.43
2075,5803.6,4615.43
2076,5647.75,4615.43
2077,5803.6,4615.43
2078,5647.75,4615.43
2079,5803.6,4615.43
2080,5647.75,4615.43
2081,5803.6,4615.43
2082,5647.75,4615.43
2083,5803.6,4615.43
2084,5647.75,4615.43
2085,5803.6,4615.43
2086,5647.75,4615.43
2087,5803.6,4615.43
2088,5647.75,4615.43
2089,5803.6,4615.43
2090,5647.75,4615.43
2091,5803.6,4615.43
2092,5647.75,4615.43
2093,5803.6,4615.43
2094,5647.75,4615.43
2095,5803.6,4615.43
2096,5647.75,4615.43
2097,5803.6,4615.43
2098,5647.75,4615.43
2099,5803.6,4615.43
2100,5647.75,4615.43
2101,5803.6,4615.43
2102,5647.75,4615.43
2103,5803.6,4615.43
2104,5647.75,4615.43
2105,5803.6,4615.43
2106,5647.75,4615.43
2107,5803.6,4615.43
2108,5647.75,4615.43
2109,5803.6,4615.43
2110,5647.75,4615.43
2111,5803.6,4615.43
2112,5647.75,4615.43
2113,5803.6,4615.43
2114,5647.75,4615.43
2115,5803.6,4615.43
2116,5647.75,4615.43
2117,5803.6,4615.43
2118,5647.75,4615.43
2119,5803.6,4615.43
2120,5647.75,4615.43
2121,5803.6,4615.43
2122,5647.75,4615.43
2123,5803.6,4615.43
2124,5647.75,4615.43
2125,5803.6,4615.43
2126,5647.75,4615.43
2127,5803.6,4615.43
2128,5647.75,4615.43
2129,5803.6,4615.43
2130,5647.75,4615.43
2131,5803.6,4615.43
2132,5647.75,4615.43
2133,5803.6,4615.43
2134,5647.75,4615.43
2135,5803.6,4615.43
2136,5647.75,4615.43
2137,5803.6,4615.43
2138,5647.75,4615.43
2139,5803.6,4615.43
2140,5647.75,4615.43
2141,5803.6,4615.43
2142,5647.75,4615.43
2143,5803.6,4615.43
2144,5647.75,4615.43
2145,5803.6,4615.43
2146,5647.75,4615.43
2147,5803.6,4615.43
2148,5647.75,4615.43
2149,5803.6,4615.43
2150,5647.75,4615.43
2151,5803.6,4615.43
2152,5647.75,4615.43
2153,5803.6,4615.43
2154,5647.75,4615.43
2155,5803.6,4615.43
2156,5647.75,4615.43
2157,5803.6,4615.43
2158,5647.75,4615.43
2159,5803.6,4615.43
2160,5647.75,4615.43
2161,5803.6,4615.43
2162,5647.75,4615.43
2163,5803.6,4615.43
2164,5647.75,4615.43
2165,5803.6,4615.43
2166,5647.75,4615.43
2167,5803.6,4615.43
2168,5647.75,4615.43
2169,5803.6,4615.43
2170,5647.75,4615.43
2171,5803.6,4615.43
2172,5647.75,4615.43
2173,5803.6,4615.43
2174,5647.75,4615.43
2175,5803.6,4615.43
2176,5647.75,4615.43
2177,5803.6,4615.43
2178,5647.75,4615.43
2179,5803.6,4615.43
2180,5647.75,4615.43
2181,5803.6,4615.43
2182,5647.75,4615.43
2183,5803.6,4615.43
2184,5647.75,4615.43
2185,5803.6,4615.43
2186,5647.75,4615.43
2187,5803.6,4615.43
2188,5647.75,4615.43
2189,5803.6,4615.43
2190,5647.75,4615.43
2191,5803.6,4615.43
2192,5647.75,4615.43
2193,5803.6,4615.43
2194,5647.75,4615.43
2195,5803.6,4615.43
2196,5647.75,4615.43
2197,5803.6,4615.43
2198,5647.75,4615.43
2199,5803.6,4615.43
2200,5647.75,4615.43
2201,5803.6,4615.43
2202,5647.75,4615.43
2203,5803.6,4615.43
2204,5647.75,4615.43
2205,5803.6,4615.43
2206,5647.75,4615.43
2207,5803.6,4615.43
2208,5647.75,4615.43
2209,5803.6,4615.43
2210,5647.75,4615.43
2211,5803.6,4615.43
2212,5647.75,4615.43
2213,5803.6,4615.43
2214,5647.75,4615.43
2215,5803.6,4615.43
2216,5647.75,4615.43
2217,5803.6,4615.43
2218,5647.75,4615.43
2219,5803.6,4615.43
2220,5647.75,4615.43
2221,5803.6,4615.43
2222,5647.75,4615.43
2223,5803.6,4615.43
2224,5647.75,4615.43
2225,5803.6,4615.43
2226,5647.75,4615.43
